pg_id,name,city,locality,rent_monthly,sharing_type,ac,wifi,food_included,food_type,description
PG000080,Elite Girls Hostel,Mumbai,Thane,15700,Double,No,Yes,No,None,"Elite Girls Hostel is a double-sharing PG located in Thane, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Accusamus modi iste perferendis perferendis nesciunt reprehenderit velit autem doloremque ad sunt natus. Ideal for girls looking for a premium stay near Thane."
PG000081,Elite Nest,Noida,Sector 137,9500,Triple,No,Yes,No,None,"Elite Nest is a triple-sharing PG located in Sector 137, Noida, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Dolore aperiam reprehenderit tenetur error illum consequuntur veniam esse laudantium atque suscipit consequatur iste perferendis quia. Ideal for girls looking for a premium stay near Sector 137."
PG000082,Golden Nest Nest,Gurgaon,Sector 14,11100,Dorm,No,Yes,Yes,Veg,"Golden Nest Nest is a dorm-sharing PG located in Sector 14, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. In quia culpa impedit aut laudantium illum veritatis adipisci fuga ipsam veritatis sequi aut placeat. Ideal for co-living looking for a premium stay near Sector 14."
PG000083,Shanti Girls Hostel,Pune,Wakad,14100,Triple,Yes,Yes,Yes,Veg,"Shanti Girls Hostel is a triple-sharing PG located in Wakad, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Temporibus officia aperiam eius voluptas veniam repudiandae at distinctio odit voluptas amet ex voluptates ratione. Ideal for students looking for a premium stay near Wakad."
PG000084,Comfort Co-living Space,Mumbai,Thane,14600,Double,No,Yes,No,None,"Comfort Co-living Space is a double-sharing PG located in Thane, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Architecto quisquam dignissimos dolor sit eveniet corporis tempore a similique. Ideal for girls looking for a premium stay near Thane."
PG000085,Royal Boys Hostel,Pune,Kothrud,11800,Double,No,Yes,No,None,"Royal Boys Hostel is a double-sharing PG located in Kothrud, Pune, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Voluptates molestiae reiciendis beatae sint consectetur facere ratione nihil. Ideal for students looking for a premium stay near Kothrud."
PG000086,Harmony Homestay PG,Pune,Wakad,21200,Single,Yes,Yes,No,None,"Harmony Homestay PG is a single-sharing PG located in Wakad, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Cupiditate amet qui minima quia labore quod. Ideal for working professionals looking for a premium stay near Wakad."
PG000087,Metro Nest,Hyderabad,Gachibowli,10800,Triple,No,Yes,Yes,Non-Veg,"Metro Nest is a triple-sharing PG located in Gachibowli, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Nisi iste dolore nostrum quas tenetur omnis error officia adipisci voluptatum sed incidunt autem quae. Ideal for girls looking for a premium stay near Gachibowli."
PG000088,Elite Nest,Hyderabad,Gachibowli,13400,Double,Yes,Yes,No,None,"Elite Nest is a double-sharing PG located in Gachibowli, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Asperiores aspernatur non aperiam eius odio molestias eveniet voluptatum minus iste non aut. Ideal for students looking for a premium stay near Gachibowli."
PG000089,Star View Homestay PG,Kolkata,Behala,5300,Dorm,No,Yes,No,None,"Star View Homestay PG is a dorm-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Sequi officiis quisquam quam dolor iste dolorem excepturi. Ideal for working professionals looking for a budget-friendly stay near Behala."
PG000090,Sunrise Nest,Delhi,Mukherjee Nagar,18100,Double,Yes,Yes,Yes,None,"Sunrise Nest is a double-sharing PG located in Mukherjee Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and none meals included. Id quas est est ducimus veritatis porro labore at assumenda inventore quia fuga consectetur. Ideal for co-living looking for a premium stay near Mukherjee Nagar."
PG000091,Elite Residency,Mumbai,Malad,17900,Triple,Yes,Yes,Yes,Veg,"Elite Residency is a triple-sharing PG located in Malad, Mumbai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Nesciunt natus eveniet commodi explicabo pariatur quibusdam sint. Ideal for boys looking for a premium stay near Malad."
PG000092,Sunrise Girls Hostel,Hyderabad,Kukatpally,9400,Triple,No,Yes,Yes,Both,"Sunrise Girls Hostel is a triple-sharing PG located in Kukatpally, Hyderabad, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Voluptas nobis expedita neque distinctio omnis dolore. Ideal for boys looking for a premium stay near Kukatpally."
PG000093,Golden Nest Boys Hostel,Chennai,Velachery,11700,Double,No,Yes,Yes,Non-Veg,"Golden Nest Boys Hostel is a double-sharing PG located in Velachery, Chennai, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Expedita nam beatae eius dolorem inventore natus quisquam. Ideal for students looking for a premium stay near Velachery."
PG000094,Cosy Corner PG for Co-living,Gurgaon,Sushant Lok,11900,Triple,No,Yes,Yes,Veg,"Cosy Corner PG for Co-living is a triple-sharing PG located in Sushant Lok, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Nostrum odit ad ut repudiandae eaque debitis praesentium est excepturi ab sit necessitatibus id consequuntur odio. Ideal for students looking for a premium stay near Sushant Lok."
PG000095,Shanti Homestay PG,Chennai,Adyar,7500,Dorm,No,Yes,Yes,Veg,"Shanti Homestay PG is a dorm-sharing PG located in Adyar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. At minus fugiat iste culpa est eveniet. Ideal for boys looking for a budget-friendly stay near Adyar."
PG000096,Skyline Co-living Space,Delhi,Rohini,12900,Dorm,Yes,Yes,Yes,Both,"Skyline Co-living Space is a dorm-sharing PG located in Rohini, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Nisi sunt culpa quidem amet aspernatur ipsam incidunt non impedit dolor maiores exercitationem beatae perspiciatis. Ideal for students looking for a premium stay near Rohini."
PG000097,Blue Bell Homestay PG,Delhi,Laxmi Nagar,15500,Triple,Yes,No,Yes,Both,"Blue Bell Homestay PG is a triple-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, no in-room WiFi, and both meals included. Laborum pariatur aliquid hic nobis ab error distinctio consequatur ducimus eveniet ab quia cupiditate fugit provident. Ideal for students looking for a premium stay near Laxmi Nagar."
PG000098,Metro Co-living Space,Delhi,Dwarka,23000,Single,Yes,Yes,Yes,Veg,"Metro Co-living Space is a single-sharing PG located in Dwarka, Delhi, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Nam pariatur explicabo id quia ipsa itaque aspernatur est inventore illo odit enim illo. Ideal for co-living looking for a premium stay near Dwarka."
PG000099,Zenith Co-living Space,Mumbai,Borivali,15700,Triple,Yes,Yes,Yes,None,"Zenith Co-living Space is a triple-sharing PG located in Borivali, Mumbai, offering air-conditioned rooms, high-speed WiFi, and none meals included. Cupiditate veniam itaque porro facere ipsa autem ipsa id aspernatur sit quia. Ideal for co-living looking for a premium stay near Borivali."
PG000100,Silver Oak Girls Hostel,Mumbai,Malad,12100,Triple,No,Yes,Yes,Veg,"Silver Oak Girls Hostel is a triple-sharing PG located in Malad, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Ex cumque magni beatae magni temporibus expedita quas reprehenderit repellendus. Ideal for boys looking for a premium stay near Malad."
PG000101,Comfort Residency,Mumbai,Andheri,13100,Double,No,Yes,No,None,"Comfort Residency is a double-sharing PG located in Andheri, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Aut ducimus cupiditate corrupti quis asperiores veritatis occaecati iure natus. Ideal for students looking for a premium stay near Andheri."
PG000102,Green Leaf Co-living Space,Hyderabad,Gachibowli,17100,Single,No,No,No,None,"Green Leaf Co-living Space is a single-sharing PG located in Gachibowli, Hyderabad, offering naturally ventilated rooms, no in-room WiFi, and no meal plan (self-cooking allowed). Ipsum unde natus odio numquam sint occaecati corrupti architecto ipsam esse earum animi magni est iste. Ideal for working professionals looking for a premium stay near Gachibowli."
PG000103,Royal Homestay PG,Pune,Wakad,17700,Single,Yes,Yes,No,None,"Royal Homestay PG is a single-sharing PG located in Wakad, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Fuga enim officia voluptate at nisi fugit neque. Ideal for working professionals looking for a premium stay near Wakad."
PG000104,Silver Oak Homestay PG,Delhi,Saket,24400,Single,Yes,Yes,Yes,Non-Veg,"Silver Oak Homestay PG is a single-sharing PG located in Saket, Delhi, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Ipsum repellat officiis eum labore corrupti aperiam. Ideal for working professionals looking for a premium stay near Saket."
PG000105,Star View Boys Hostel,Kolkata,New Town,8900,Triple,No,Yes,Yes,Veg,"Star View Boys Hostel is a triple-sharing PG located in New Town, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Repellat saepe voluptatem assumenda officia aliquam provident voluptatibus. Ideal for girls looking for a budget-friendly stay near New Town."
PG000106,Urban PG for Students,Bangalore,HSR Layout,19500,Double,Yes,Yes,Yes,Veg,"Urban PG for Students is a double-sharing PG located in HSR Layout, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Minima culpa fuga eligendi illum excepturi nisi ratione officia aperiam atque perspiciatis eligendi quam omnis. Ideal for girls looking for a premium stay near HSR Layout."
PG000107,Sai Homestay PG,Pune,Hadapsar,17200,Single,No,Yes,No,None,"Sai Homestay PG is a single-sharing PG located in Hadapsar, Pune, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Sit ex nesciunt consequuntur expedita voluptas praesentium hic nisi vel est fugiat recusandae repellat pariatur repudiandae. Ideal for boys looking for a premium stay near Hadapsar."
PG000108,Urban Co-living Space,Chennai,OMR,12200,Double,No,Yes,Yes,Veg,"Urban Co-living Space is a double-sharing PG located in OMR, Chennai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Atque perferendis magni accusantium est veritatis exercitationem quisquam deleniti voluptatum culpa eos ratione magni molestiae. Ideal for co-living looking for a premium stay near OMR."
PG000109,Skyline Residency,Bangalore,Marathahalli,15000,Double,Yes,Yes,No,None,"Skyline Residency is a double-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Alias excepturi quisquam consectetur fugiat cum rerum quo repellat cumque ipsa illum perspiciatis dolores ipsam. Ideal for working professionals looking for a premium stay near Marathahalli."
PG000110,Urban PG for Girls,Mumbai,Thane,27000,Single,Yes,Yes,Yes,Veg,"Urban PG for Girls is a single-sharing PG located in Thane, Mumbai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Quibusdam quos doloremque dolores vitae quos temporibus deserunt perspiciatis necessitatibus ipsam. Ideal for girls looking for a premium stay near Thane."
PG000111,Metro Boys Hostel,Bangalore,Marathahalli,24300,Single,Yes,Yes,Yes,Non-Veg,"Metro Boys Hostel is a single-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Quod magnam in cum dicta non sit amet laboriosam fuga vel. Ideal for students looking for a premium stay near Marathahalli."
PG000112,Zenith PG for Boys,Bangalore,HSR Layout,23000,Single,No,Yes,Yes,Both,"Zenith PG for Boys is a single-sharing PG located in HSR Layout, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Sed eligendi quis earum temporibus corporis ipsa veniam dolore iste expedita ad amet magnam doloremque. Ideal for girls looking for a premium stay near HSR Layout."
PG000113,Blue Bell Residency,Ahmedabad,Bopal,9000,Triple,Yes,Yes,No,None,"Blue Bell Residency is a triple-sharing PG located in Bopal, Ahmedabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Fugiat adipisci ut saepe officiis recusandae consequuntur enim. Ideal for girls looking for a premium stay near Bopal."
PG000114,Royal Homestay PG,Chennai,Velachery,18600,Single,No,Yes,Yes,Both,"Royal Homestay PG is a single-sharing PG located in Velachery, Chennai, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Possimus consequuntur provident ipsum a aspernatur ducimus rerum molestias quas minus beatae enim error. Ideal for girls looking for a premium stay near Velachery."
PG000115,Shanti PG for Co-living,Hyderabad,Gachibowli,15800,Double,Yes,Yes,Yes,Both,"Shanti PG for Co-living is a double-sharing PG located in Gachibowli, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and both meals included. Dolores odit numquam aperiam saepe libero modi. Ideal for girls looking for a premium stay near Gachibowli."
PG000116,Silver Oak Residency,Kolkata,New Town,15700,Single,No,Yes,Yes,Veg,"Silver Oak Residency is a single-sharing PG located in New Town, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Maiores doloribus corporis inventore nostrum dolores impedit optio assumenda voluptate architecto minima magni voluptates mollitia hic. Ideal for boys looking for a premium stay near New Town."
PG000117,Cosy Corner Residency,Chennai,Anna Nagar,17100,Single,No,Yes,Yes,Veg,"Cosy Corner Residency is a single-sharing PG located in Anna Nagar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Aliquam harum fuga quibusdam explicabo architecto dolores omnis aut neque quidem consequatur explicabo excepturi. Ideal for working professionals looking for a premium stay near Anna Nagar."
PG000118,Comfort Nest,Bangalore,Marathahalli,19600,Double,Yes,Yes,Yes,Veg,"Comfort Nest is a double-sharing PG located in Marathahalli, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Rerum placeat voluptatem laboriosam delectus consequatur quaerat velit alias. Ideal for students looking for a premium stay near Marathahalli."
